id,name,source,prescription_required,retail_price,discounted_price,manufacturer,quantity,packaging_form,salts
source_6-75802,dolodol injection,source_6,True,59.63,52.05,ethix healthcare,2ml injection,injection,tramadol
source_6-75803,dolodol micro lab 50 mg capsule 10,source_6,True,49.12,43.23,micro labs,10 capsules in strip,strip,tramadol500mg
source_2-39634,dolodol p tablet,source_2,True,9.87,8.09,micro labs,,,paracetamolacetaminophen 325mgtramadol 375mg
source_6-75804,dolodol p tablet 10,source_6,True,313.47,275.85,unknown,15 tablets in strip,strip,paracetamol tramadol
source_2-39635,dolodor 20mg tablet,source_2,True,60.0,49.2,ardor drugs pvt,,,piroxicam 20mg
source_6-75805,doloend mr strip of 10 tablets,source_6,True,142.0,124.96,denzai innovations therapeutics pvt,10 tablets in strip,strip,aceclofenac1000mg thiocolchicoside40mg
source_1-65132,doloendmr tablet,source_1,True,119.0,104.72,denzai innovation therapeutics pvt,10,strip tablet,aceclofenac100mg thiocolchicoside4mg
source_7-90407,doloendmr tablet,source_7,True,119.0,115.0,denzai innovations therapeutics pvt,100 tablets in 1 strip,,aceclofenac na thiocolchicoside na
source_6-75806,doloend p strip of 10 tablets,source_6,True,27.7,24.38,denzai innovations therapeutics pvt,10 tablets in strip,strip,aceclofenac1000mg paracetamol acetaminophen3250mg
source_7-90408,doloendp tablet,source_7,True,27.7,26.9,denzai innovations therapeutics pvt,100 tablets in 1 strip,,aceclofenac na paracetamol na
source_6-75807,doloend sp strip of 10 tablets,source_6,True,89.5,78.76,denzai innovations therapeutics pvt,10 tablets in strip,strip,aceclofenac1000mg serratiopeptidase150mg paracetamol acetaminophen3250mg
source_7-90409,doloendsp tablet,source_7,True,92.0,89.2,denzai innovations therapeutics pvt,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg
source_1-65134,doloendsp tablet 10s,source_1,True,89.5,78.8,denzai innovations therapeutics,10,strip tablet,aceclofenac100mg paracetamol325mg serratiopeptidase15mg
source_7-90410,dolofabsp tablet,source_7,True,82.0,79.5,smartway wellness,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg
source_7-90411,dolofab tablet,source_7,True,46.0,44.6,smartway wellness,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg
source_7-90412,dolofan 20mg injection,source_7,True,19.98,19.4,acto pharma pvt,20 ml in 1 vial,,piroxicam 20mg
source_6-75808,dolofan injection,source_6,True,19.0,16.72,united biotech pvt,2ml injection,injection,piroxicam
source_7-90413,dolofen a tablet,source_7,True,59.63,52.05,oyster labs,,,ibuprofen 400mg paracetamol 325mg magnesium trisilicate 100mg
source_7-90414,dolofen suspension,source_7,True,12.8,12.4,oyster labs,500 ml in 1 bottle,,ibuprofen 100mg paracetamol 1625mg
source_6-75809,dolofenac tablets,source_6,True,21.0,18.48,parenteral drugs india,10 tablets in strip,strip,diclofenac sodium paracetamol
source_2-39640,dolofin injection,source_2,True,4.3,3.53,lancer health care pvt,,,ibuprofen na
source_1-65136,dolofin mr 250mg50mg500mg tablet,source_1,True,59.85,52.668,lancer health care pvt,10,strip tablet,chlorzoxazone250mg diclofenac50mg paracetamol500mg
source_1-65137,dolofin plus 50 mg500 mg tablet,source_1,True,14.25,12.54,lancer health care pvt,10,strip tablet,diclofenac50mg paracetamol500mg
source_2-39641,dolofirst 325 mg375 mg tablet,source_2,True,53.2,43.62,entod pharmaceuticals,,,paracetamolacetaminophen 325mgtramadol 375mg
source_7-90418,dolofirst 375mg325mg tablet,source_7,True,59.63,52.05,entod pharmaceuticals,,,tramadol 375mg paracetamol 325mg
source_7-90419,dolofirst 650mg tablet,source_7,False,24.0,23.3,entod pharmaceuticals,150 tablets in 1 strip,,paracetamol 650mg
source_1-65138,dolofirst 650 mg tablet 15s,source_1,False,30.5,26.84,entod pharmaceuticals,15,strip tablet,paracetamol650mg
source_6-75810,dolofirst tablet,source_6,True,53.2,46.82,entod pharmaceuticals pvt,10 tablets in strip,strip,tramadol375mg paracetamol acetaminophen3250mg
source_1-65139,doloflam gel 30 gm,source_1,True,70.0,61.6,mudransh pharma,30,tube gel,diclofenac sodium1 linseed oil3 menthol5 methyl salicylate10
source_6-75811,doloflam mr 100mg tablets,source_6,True,80.0,70.4,vilco laboratories pvt,10 tablets in strip,strip,nimesulide tizanidine
source_7-90420,doloflam plus 100 mg500 mg tablet,source_7,True,59.63,52.05,vilco laboratories pvt,,,nimesulide 100mg paracetamol 500mg
source_6-75812,doloflam plus 100mg tablets,source_6,True,2.0,1.76,vilco laboratories pvt,10 tablets in strip,strip,nimesulide paracetamol
source_7-90421,doloflam tablet,source_7,True,9.3,9.0,vilco laboratories pvt,100 tablets in 1 strip,,nimesulide na
source_6-75813,doloflam tablets,source_6,True,17.0,14.96,vilco laboratories pvt,10 tablets in strip,strip,diclofenac paracetamol
source_7-90422,doloflex 100mg500mg250mg tablet mr,source_7,True,80.0,77.6,nova indus pharmaceuticals,100 tablet mr in 1 strip,,aceclofenac 100mg paracetamol 500mg chlorzoxazone 250mg
source_1-65140,doloflex gel 30 gm,source_1,True,85.0,74.8,nova indus pharmaceuticals,30,tube gel,diclofenac diethylamine116ww linseed oil3ww menthol5ww methyl salicylate10ww
source_6-75814,doloflex mr strip of 10 tablets,source_6,True,80.0,70.4,nova indus pharmaceuticals,10 tablets in strip,strip,chlorzoxazone2500mg aceclofenac1000mg paracetamol acetaminophen3250mg
source_7-90423,doloflexmr tablet,source_7,True,80.0,69.84,nova indus pharmaceuticals,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg chlorzoxazone 250mg
source_1-65141,doloflexmr tablet 10s,source_1,True,80.0,70.4,nova indus pharmaceuticals,10,strip tablet,aceclofenac100mg chlorzoxazone250mg paracetamol325mg
source_7-90424,doloflex oral suspension,source_7,True,37.0,35.9,stride healthcare,600 ml in 1 bottle,,ibuprofen 100mg paracetamol 125mg
source_7-90425,doloflexp oral suspension,source_7,True,58.0,50.58,nova indus pharmaceuticals,600 ml in 1 bottle,,aceclofenac 50mg paracetamol 125mg
source_6-75815,doloflex p strip of 10 tablets,source_6,True,11.0,11.0,nova indus pharmaceuticals,10 tablets in strip,strip,aceclofenac1000mg paracetamol acetaminophen3250mg
source_7-90426,doloflexp tablet,source_7,True,42.0,40.7,nova indus pharmaceuticals,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg
source_7-90427,doloflex plus tablet,source_7,True,43.0,41.7,stride healthcare,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg
source_2-39647,doloflexsp tablet,source_2,True,85.0,69.7,nova indus pharmaceuticals,,,aceclofenac 100mgparacetamolacetaminophen 325mg
source_1-65143,doloflexsp tablet 10s,source_1,True,98.0,86.24,nova indus pharmaceuticals,10,strip tablet,aceclofenac100mg paracetamol325mg serratiopeptidase15mg
source_7-90429,doloflex t 100mg4mg tablet,source_7,True,165.0,160.0,stride healthcare,100 tablets in 1 strip,,aceclofenac 100mg thiocolchicoside 4mg
source_6-75816,doloflex tube of 30gm gel,source_6,False,72.0,72.0,nova indus pharmaceuticals,30g gel in tube,tube,diclofenac116 ww linseed oil30 ww menthol50 ww methyl salicylate100 ww
source_2-39648,doloflextz tablet,source_2,True,82.0,67.24,nova indus pharmaceuticals,,,aceclofenac 100mgparacetamolacetaminophen 325mg
source_7-90431,doloforce 40mg injection,source_7,True,38.96,34.29,mankind pharma,20 ml in 1 vial,,piroxicam 40mg
source_6-75817,doloforce ampoule of 2ml injection,source_6,True,34.45,34.45,mankind pharmaceuticals,2ml injection in ampoule,ampoule,piroxicam200mg
source_6-75818,doloforce dt 10mg strip of 10 tablets,source_6,True,77.05,67.8,mankind pharmaceuticals,10 tablets in strip,strip,piroxicam100mg
source_3-2154,doloforce dt 10mg tab 1x10,source_3,True,83.54,71.01,mankind pharma,10,strip tablet,piroxicam 20mg
source_6-75819,doloforce dt 20mg strip of 10 tablets,source_6,True,83.54,77.69,mankind pharmaceuticals,10 tablets in strip,strip,piroxicam200mg
source_7-90432,doloforce dt tablet,source_7,True,83.54,67.5,mankind pharma,100 tablet dt in 1 strip,,piroxicam 20mg
source_1-65144,doloforce dt tablet 10s,source_1,True,83.5,73.5,mankind pharma pvt,10,strip tablet,piroxicam20mg
source_1-65145,doloforce injection 4 x 2 ml,source_1,True,141.5,124.5,mankind pharma pvt,4 x 2,box injection,piroxicam40mg
source_6-75820,doloforce plus injection,source_6,True,32.2,32.2,mankind pharmaceuticals,1ml injection,injection,piroxicam200mg
source_2-39651,doloforce plus tablet,source_2,True,35.0,28.7,mankind pharma,,,paracetamolacetaminophen 325mgpiroxicam 20mg
source_1-65146,doloforce plus tablet,source_1,True,42.3,37.224,windlas biotech pvt,10,strip tablet,paracetamol325mg piroxicam20mg
source_7-90433,dolofort 100mg injection,source_7,True,59.63,52.05,hetero drugs,,,tramadol 100mg
source_7-90434,dolofort 50mg injection,source_7,True,59.63,52.05,hetero drugs,,,tramadol 50mg
source_1-65147,doloforte tablet 10s,source_1,False,41.0,36.08,micro labs,10,strip tablet,paracetamol500mg
source_7-90435,dolofresh 100mg325mg tablet,source_7,True,44.0,43.5,smart laboratories pvt,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg
source_6-75822,dolofresh alu strip of 10 tablets,source_6,True,50.0,42.5,smart laboratories pvt,10 tablets in strip,strip,aceclofenac1000mg paracetamol acetaminophen3250mg
source_7-90436,dolofresh mr 100mg325mg250mg tablet,source_7,True,85.0,82.4,smart laboratories pvt,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg chlorzoxazone 250mg
source_6-75823,dolofresh mr strip of 10 tablets,source_6,True,85.0,72.25,smart laboratories pvt,10 tablets in strip,strip,chlorzoxazone2500mg aceclofenac1000mg paracetamol acetaminophen3250mg
source_7-90437,dolofresh oral suspension,source_7,True,40.0,38.8,smart laboratories pvt,600 ml in 1 bottle,,aceclofenac 50mg paracetamol 125mg
source_6-75824,dolofresh sp 10050015 mg tablet 10,source_6,True,70.0,70.0,smart laboratories pvt,10 tablets in strip,strip,unknown
source_7-90438,dolofresh sp 100mg325mg15mg tablet,source_7,True,85.0,82.4,smart laboratories pvt,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg
source_6-75825,dolofresh sp strip of 10 tablets,source_6,True,88.0,74.8,smart laboratories pvt,10 tablets in strip,strip,aceclofenac1000mg serratiopeptidase150mg paracetamol acetaminophen3250mg
source_6-75826,dolofresh strip of 10 tablets,source_6,True,48.0,40.8,smart laboratories pvt,10 tablets in strip,strip,aceclofenac1000mg paracetamol acetaminophen3250mg
source_1-65148,dolofresh tablet 10s,source_1,True,44.0,38.72,smart laboratories pvt,10,strip tablet,aceclofenac100mg paracetamol325mg
source_6-75827,dologaba 300mg strip of 10 tablets,source_6,True,181.0,181.0,arwana pharmaceuticals,10 tablets in strip,strip,gabapentin3000mg
source_2-39654,dologaba 300mg tablet,source_2,True,114.0,93.48,arwana pharmaceuticals,,,gabapentin 300mg
source_7-90440,dologel,source_7,False,109.0,89.1,dr reddys laboratories,150 gm in 1 bottle,,choline salicylate 87 ww lidocaine 2 ww
source_1-65150,dologel 15 gm,source_1,False,109.0,95.9,dr reddys laboratories,15,tube mouth gel,benzalkonium chloride001ww choline salicylate87ww lignocaine hydrochloride2ww
source_2-39655,dologelct gel,source_2,False,103.0,84.46,dr reddys,,,choline salicylate 87 ww lidocaine 2 ww
source_6-75828,dologel ct gel 10gm,source_6,False,103.0,90.64,dr reddys laboratories,10g mouth gel in tube,tube,choline salicylate87 lidocaine lignocaine20
source_1-65151,dologel ct gel 10 gm,source_1,False,103.0,90.6,dr reddys laboratories,10,tube mouth gel,benzalkonium chloride001ww choline salicylate87 ww lignocaine hydrochloride2ww
source_3-2155,dologel ct tube 10gm,source_3,True,103.0,87.55,dr reddys laboratories,10,tube gel,benzalkonium chloride 001 ww choline salicylate 87 ww lignocaine 2 ww
source_6-75829,dologel gel 15gm,source_6,False,109.0,95.92,dr reddys laboratories,15g mouth gel in tube,tube,choline salicylate87 lidocaine lignocaine20
source_2-39656,dologel liquid gel,source_2,False,109.0,89.38,dr reddys laboratories,,,choline salicylate 87 ww lidocaine 2 ww
source_7-90442,dologen plus 325mg20mg tablet,source_7,True,125.0,121.0,zerico lifesciences pvt,100 tablets in 1 strip,,paracetamol 325mg piroxicam 20mg
source_6-75830,dologen strip of 10 tablets,source_6,True,64.0,64.0,zerico lifesciences pvt,10 tablets in strip,strip,tramadol375mg paracetamol acetaminophen3250mg
source_7-90443,dologen tablet,source_7,True,59.63,52.05,zerico lifesciences pvt,,,tramadol 375mg paracetamol 325mg
source_1-65152,dologen tablet 10s,source_1,True,78.5,69.08,zerico lifesciences pvt,10,strip tablet,acetaminophen tramadol
source_7-90444,dologen xt 50mg50mg tablet,source_7,True,200.0,194.0,zerico lifesciences pvt,100 tablets in 1 strip,,eperisone 50mg diclofenac 50mg
source_6-75831,dologen xt strip of 10 tablets,source_6,True,200.0,200.0,zerico lifesciences pvt,10 tablets in strip,strip,diclofenac sodium eperisone
source_6-75832,dologesic gold tablets,source_6,True,20.0,17.6,micro labs,10 tablets in strip,strip,diclofenac sodium paracetamol
source_6-75833,dologesic sp strip of 10 tablets,source_6,True,90.55,76.97,micro labs,10 tablets in strip,strip,diclofenac500mg serratiopeptidase100mg paracetamol acetaminophen3250mg
source_2-39657,dologesic sp tablet,source_2,True,16.25,13.32,micro labs,,,diclofenac naparacetamolacetaminophen naserrati
source_6-75834,dologesic strip of 10 tablets,source_6,True,39.5,39.5,micro labs,10 tablets in strip,strip,diclofenac500mg paracetamol acetaminophen3250mg
source_7-90445,dologin 500mg tablet,source_7,True,395.58,384.0,opal labs pvt,100 tablets in 1 strip,,mefenamic acid 500mg
source_7-90446,dologlan 1000mg infusion,source_7,True,313.0,272.7,gland pharma,1000 ml in 1 bottle,,paracetamol 1000mg
source_6-75835,dologlan bottle of 100ml infusion,source_6,True,340.0,299.2,gland pharma,100ml infusion in bottle,bottle,paracetamol acetaminophen10 g
source_7-90447,dolohit 50mg injection,source_7,True,59.63,52.05,volus pharma pvt,,,tramadol 50mg
source_7-90448,dolohit p 375mg325mg tablet,source_7,True,59.63,52.05,volus pharma pvt,,,tramadol 375mg paracetamol 325mg
source_6-75836,doloid strip of 10 tablets,source_6,True,20.0,17.6,novartis india,10 tablets in strip,strip,unknown
source_6-75837,doloid suspension 60ml,source_6,True,59.63,52.05,novartis india,60ml suspension in bottle,bottle,paracetamol propoxyphene
source_1-65154,doloja aq 75mg injection,source_1,True,22.99,20.2312,ajapa pharma pvt,1,vial injection,diclofenac75mg
source_7-90450,dolojoy tablet,source_7,True,59.63,52.05,winmark pharmaceuticals pvt,,,paracetamol 650mg codeine 30mg
source_1-65155,dolojoy tablet 10s,source_1,True,155.0,136.4,winmark healthcare pvt,10,strip tablet,codeine30mg paracetamol650mg
source_2-39659,dolojust 50mg325mg tablet,source_2,True,19.48,15.97,mankind pharma,,,diclofenac 50mgparacetamolacetaminophen 325mg
source_6-75838,dolojust strip of 10 tablets,source_6,True,23.52,23.52,mankind pharmaceuticals,10 tablets in strip,strip,diclofenac500mg paracetamol acetaminophen3250mg
source_1-65156,dolojust tablet 10s,source_1,True,25.5,22.4,mankind pharma pvt,10,strip tablet,diclofenac50mg paracetamol500mg
source_7-90452,dolokam 20mg tablet dt,source_7,True,36.5,35.4,cadila pharmaceuticals,100 tablet dt in 1 strip,,piroxicam 20mg
source_6-75839,dolokam dt 20mg tablets,source_6,True,31.0,27.28,zydus healthcare,10 tablets in strip,strip,piroxicam200mg
source_7-90453,doloket 05 eye drop,source_7,False,59.63,36.5,fdc,50 ml in 1 packet,,ketorolac 05 wv
source_6-75840,doloket eye drops 5ml,source_6,True,36.5,32.12,fdc,5ml eye drop in bottle,bottle,ketorolac05
source_6-75841,doloket ls eye drops 5ml,source_6,True,40.0,35.2,fdc,5ml eye drop in bottle,bottle,ketorolac04
source_1-65157,doloketls eye drops 5 ml,source_1,False,36.5,32.12,fdc,5,bottle eye drops,ketorolac04wv
source_7-90454,doloket o eye drop,source_7,True,52.37,45.72,fdc,50 ml in 1 packet,,ofloxacin 03 wv ketorolac 04 wv
source_6-75842,doloket o eye drops 5ml,source_6,True,52.37,46.09,fdc,5ml eye drop in bottle,bottle,ketorolac40mg ofloxacin30mg
source_6-75843,dolokim capsule 10,source_6,True,59.63,52.05,kim laboratories,10 capsules in strip,strip,unknown
source_6-75844,dolokind 100mg strip of 10 tablets,source_6,True,38.8,34.14,mankind pharmaceuticals,10 tablets in strip,strip,aceclofenac1000mg
source_7-90455,dolokind 100mg tablet,source_7,True,38.8,30.6,mankind pharma,100 tablets in 1 strip,,aceclofenac 100mg
source_6-75845,dolokind aa strip of 10 tablets,source_6,True,104.5,91.96,mankind pharmaceuticals,10 tablets in strip,strip,aceclofenac1000mg serratiopeptidase150mg paracetamol acetaminophen3250mg
source_7-90456,dolokind aa tablet,source_7,True,114.95,92.7,mankind pharma,100 tablets in 1 strip,,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg
source_1-65158,dolokindaa tablet 10s,source_1,True,114.5,100.8,mankind pharma pvt,10,strip tablet,aceclofenac100mg paracetamol325mg serratiopeptidase15mg
source_6-75846,dolokind aq ampoule of 1ml injection,source_6,True,32.89,28.94,mankind pharmaceuticals,1ml injection in ampoule,ampoule,diclofenac sodium750 m000mgl
source_7-90457,dolokind aqua 75mg injection,source_7,True,36.17,25.38,mankind pharma,10 ml in 1 ampoule,,diclofenac 75mg
source_1-65159,dolokind aqua injection 1s,source_1,True,36.0,31.7,mankind pharma pvt,1,vial injection,diclofenac75mg
source_6-75847,dolokind eye drops 5ml,source_6,True,54.57,48.02,mankind pharmaceuticals,5ml eye drop in bottle,bottle,carmellose flurbiprofen
source_1-65160,dolokind eye drops 5ml,source_1,True,60.5,53.24,mankind pharma pvt,5,bottle eye drops,flurbiprofen003mg5ml hypromellose025 wv
source_2-39664,dolokind gel,source_2,True,93.17,76.4,mankind pharma,,,unknown
source_6-75848,dolokind gel 15gm,source_6,False,84.7,74.54,mankind pharmaceuticals,15g gel in tube,tube,methylsalicylate50 menthol50 capsaicin0025 diclofenac116
source_1-65161,dolokind gel 20 gm,source_1,False,93.0,81.8,mankind pharma pvt,20,tube gel,capsaicin0025ww diclofenac1ww menthol5ww methyl salicylate5ww
source_6-75849,dolokind gel 30gm,source_6,False,39.99,35.19,mankind pharmaceuticals,30g gel in tube,tube,methylsalicylate50 menthol50 capsaicin0025 diclofenac116
